,epoch_losses,elapsed_time
0,2.292061693378603,16.65045322664082
1,2.0647261018183696,33.01424163021147
2,1.4700823379223789,49.49468715488911
3,1.1415108146189628,65.965775674209
4,0.9546735033805944,82.13388647511601
5,0.8347243272673601,98.34476385824382
6,0.7437017242918645,114.85342029854655
7,0.6924748517938261,131.71201967820525
8,0.6579371316473621,148.5874112099409
9,0.6319062660879163,165.29705108329654
10,0.6085668169994598,182.0146216172725
11,0.5899362191716745,198.733727844432
12,0.5757366249810404,215.28542007692158
13,0.5652644437259194,231.97370052337646
14,0.555873483038152,248.69455290958285
15,0.5483986433508046,265.38662794977427
16,0.5418797130269537,282.11450981348753
17,0.5354199942622357,298.84134777635336
18,0.5294629086309405,315.51409223489463
19,0.5235097673274814,332.06394357420504
20,0.5174533811205232,348.6991027928889
21,0.5126031036061773,365.36882931366563
22,0.5074971910478718,382.0752065591514
23,0.50269475871566,398.80946511775255
24,0.4980018103300636,415.43940668553114
25,0.4934452203418146,431.9738546628505
26,0.4895763690474191,448.65367132239044
27,0.48589309227110733,465.18337758257985
28,0.48274863659064654,481.7504306938499
29,0.4794622624416087,498.29523845762014
