,epoch_losses,elapsed_time
0,2.291322598558791,8.903474809601903
1,2.0415838540868556,18.082797206938267
2,1.655444923360297,27.09844185039401
3,1.364692343042252,35.96601967327297
4,1.1779157547240562,45.063068091869354
5,1.0659954076117657,54.02820748835802
6,0.9994753479957581,62.94581416249275
7,0.9438680600612721,71.9340389855206
8,0.8982920499558145,80.84455817192793
9,0.8637388655479918,89.73113266937435
10,0.8351776435020122,98.58843607082963
11,0.810722039861882,107.45996211096644
12,0.7912448847547491,116.30259230174124
13,0.7732631701104185,125.34495381079614
14,0.7581096590833462,134.0909665953368
15,0.7455649195833409,142.8814285583794
16,0.7344838252727022,151.69947116822004
17,0.7244971355225177,160.54111073724926
18,0.7140868676469682,169.4164931215346
19,0.7044356093761769,178.36998981796205
20,0.6958690784078964,187.26269810646772
21,0.6869592095943208,196.3847648948431
22,0.679073698469933,205.23222450725734
23,0.6733323705957291,214.27307687327266
24,0.666400039069196,223.1030441466719
25,0.6605896374012562,231.99408148415387
26,0.6554680447629158,240.91330787539482
27,0.6511811928546175,249.73340367898345
28,0.6471556856277141,258.74383346922696
29,0.6441338151059253,267.7904756963253
64
